Date,Branch,Product_Type,Channel,Customer_Segment,New_Accounts,Closures,Transactions,Revenue,Avg_Balance,Customer_Complaints,Cost_per_Account,Total_Cost,NPA_%,Churn_Rate_%
1/26/2022,Velachery,Current,Branch Visit,Retail,5,1,25,2433.32,49013.69,0,787,3935,0,16.67
1/26/2022,Velachery,FD,Mobile App,Retail,5,0,29,2284.52,117694.42,0,906,4530,0,0
1/26/2022,Velachery,RD,Internet Banking,SME,2,2,27,1669.76,412889.8,0,922,1844,0,66.67
1/26/2022,Velachery,Loan,Mobile App,SME,2,0,24,809.6,329803.56,0,129,258,2.38,0
1/26/2022,Adyar,Savings,Internet Banking,SME,5,0,28,1556.66,220301.32,0,645,3225,0,0
1/26/2022,Adyar,Current,Mobile App,Retail,1,0,25,2322.2,295804.59,0,673,673,0,0
1/26/2022,Adyar,FD,Internet Banking,SME,5,1,30,1611.26,93530.45,0,790,3950,0,16.67
1/26/2022,Adyar,RD,Internet Banking,Corporate,2,0,23,383.17,38720.27,0,908,1816,0,0
1/26/2022,Adyar,Loan,Internet Banking,SME,6,0,30,550.77,28812.77,0,472,2832,2,0
1/26/2022,Tambaram,Savings,Branch Visit,Retail,0,0,27,2233.09,499056.07,0,293,0,0,0
1/26/2022,Tambaram,Current,Internet Banking,SME,3,0,22,1707.69,102513.55,0,400,1200,0,0
1/26/2022,Tambaram,FD,Branch Visit,SME,1,0,29,2217.85,148815.73,0,271,271,0,0
1/26/2022,Tambaram,RD,Mobile App,Retail,3,1,13,162.7,294437.74,1,267,801,0,25
1/26/2022,Tambaram,Loan,Mobile App,Retail,5,0,23,645.8,478568.59,0,826,4130,2.84,0
1/26/2022,Guindy,Savings,Branch Visit,SME,3,1,28,1336.03,307075.95,0,306,918,0,25
1/26/2022,Guindy,Current,Branch Visit,Corporate,2,0,20,1741.04,291022.65,0,483,966,0,0
1/26/2022,Guindy,FD,Branch Visit,Retail,2,0,27,358.8,148902.52,0,345,690,0,0
1/26/2022,Guindy,RD,Branch Visit,Corporate,5,0,23,1841.37,258646.8,1,314,1570,0,0
1/26/2022,Guindy,Loan,Branch Visit,Retail,7,3,28,459.48,283622.66,0,902,6314,5.78,37.5
1/26/2022,Nungambakkam,Savings,Branch Visit,Corporate,3,2,26,988.95,272950.41,2,268,804,0,50
1/26/2022,Nungambakkam,Current,Mobile App,Corporate,3,0,23,294.76,117668.13,0,300,900,0,0
1/26/2022,Nungambakkam,FD,Internet Banking,SME,1,0,30,1594.17,82378.57,1,793,793,0,0
1/26/2022,Nungambakkam,RD,Internet Banking,Retail,2,0,26,1556.9,34975.7,1,350,700,0,0
1/26/2022,Nungambakkam,Loan,Internet Banking,Corporate,0,0,25,2351.18,416488.31,2,497,0,3.77,0
1/27/2022,T Nagar,Savings,Internet Banking,Corporate,1,1,23,1840.64,420588.31,0,783,783,0,50
1/27/2022,T Nagar,Current,Mobile App,Retail,3,1,29,1703.42,446544.25,1,588,1764,0,25
1/27/2022,T Nagar,FD,Internet Banking,Retail,5,1,34,1328.88,399585.26,0,268,1340,0,16.67
1/27/2022,T Nagar,RD,Branch Visit,Corporate,1,0,28,1222.85,481426.68,0,997,997,0,0
1/27/2022,T Nagar,Loan,Internet Banking,SME,2,0,33,2384.98,368191.55,0,595,1190,2.46,0
1/27/2022,Anna Nagar,Savings,Mobile App,Corporate,3,1,28,559.37,376673.09,0,265,795,0,25
1/27/2022,Anna Nagar,Current,Branch Visit,Corporate,5,0,20,1295.16,75205.37,0,306,1530,0,0
1/27/2022,Anna Nagar,FD,Mobile App,Corporate,3,0,27,873.3,242475.73,1,897,2691,0,0
1/27/2022,Anna Nagar,RD,Internet Banking,SME,4,2,27,629.91,296056.53,0,919,3676,0,40
1/27/2022,Anna Nagar,Loan,Internet Banking,SME,1,1,19,1145.46,259308.17,0,370,370,3.9,50
1/27/2022,Velachery,Savings,Internet Banking,SME,2,0,24,2202.07,187909.67,0,583,1166,0,0
1/27/2022,Velachery,Current,Internet Banking,SME,4,2,20,1103.17,381562.56,2,569,2276,0,40
1/27/2022,Velachery,FD,Branch Visit,SME,3,0,26,539.45,200688.03,0,567,1701,0,0
1/27/2022,Velachery,RD,Mobile App,Corporate,3,1,26,1657.04,107008.09,1,111,333,0,25
1/27/2022,Velachery,Loan,Branch Visit,Retail,1,0,18,1032.89,229444.29,1,619,619,1.76,0
1/27/2022,Adyar,Savings,Internet Banking,SME,7,1,24,620.13,84041.27,0,744,5208,0,12.5
1/27/2022,Adyar,Current,Branch Visit,Retail,4,1,20,1424.41,28900.04,0,246,984,0,20
1/27/2022,Adyar,FD,Mobile App,SME,3,0,20,1379.67,248261.1,0,932,2796,0,0
1/27/2022,Adyar,RD,Internet Banking,SME,1,0,31,2425.85,237729.56,0,240,240,0,0
1/27/2022,Adyar,Loan,Branch Visit,Retail,1,0,35,1788.6,385656.81,0,577,577,5.2,0
1/27/2022,Tambaram,Savings,Mobile App,Retail,2,0,19,224.75,123282.14,0,344,688,0,0
1/27/2022,Tambaram,Current,Mobile App,Retail,2,1,27,1962.79,481331.02,0,422,844,0,33.33
1/27/2022,Tambaram,FD,Branch Visit,Corporate,4,0,24,1403.15,142985.69,0,439,1756,0,0
1/27/2022,Tambaram,RD,Internet Banking,Retail,3,2,20,1643.14,188612.96,1,597,1791,0,50
1/27/2022,Tambaram,Loan,Mobile App,Corporate,3,1,26,527.93,263635.84,1,582,1746,0.07,25
1/27/2022,Guindy,Savings,Mobile App,SME,4,1,20,252.28,223648.88,0,848,3392,0,20
1/27/2022,Guindy,Current,Internet Banking,Retail,3,1,20,335.68,411212.88,0,289,867,0,25
1/27/2022,Guindy,FD,Internet Banking,Retail,6,1,15,1247.74,232162.93,0,227,1362,0,14.29
1/27/2022,Guindy,RD,Mobile App,Retail,4,1,27,1477.96,357001.7,1,985,3940,0,20
1/27/2022,Guindy,Loan,Mobile App,Retail,3,0,35,1890.22,10038.04,1,541,1623,1.65,0
1/27/2022,Nungambakkam,Savings,Mobile App,Retail,3,2,30,1316.24,282269.96,0,664,1992,0,50
1/27/2022,Nungambakkam,Current,Branch Visit,Retail,3,0,19,457.61,303672.17,0,827,2481,0,0
1/27/2022,Nungambakkam,FD,Branch Visit,Corporate,3,0,20,1651.52,350423.62,1,121,363,0,0
1/27/2022,Nungambakkam,RD,Internet Banking,SME,4,1,35,588.65,100607.64,0,562,2248,0,20
1/27/2022,Nungambakkam,Loan,Internet Banking,SME,3,1,24,477.29,226913.09,0,894,2682,1.38,25
1/28/2022,T Nagar,Savings,Internet Banking,SME,3,1,16,1403.92,16517.85,0,770,2310,0,25
1/28/2022,T Nagar,Current,Internet Banking,Corporate,4,1,27,639.99,448406.58,1,133,532,0,20
1/28/2022,T Nagar,FD,Internet Banking,Retail,1,0,18,1255.12,79648.67,0,645,645,0,0
1/28/2022,T Nagar,RD,Mobile App,Corporate,3,0,24,315.86,399051.37,0,182,546,0,0
1/28/2022,T Nagar,Loan,Branch Visit,Corporate,4,0,26,855.59,174898.94,1,658,2632,0.79,0
1/28/2022,Anna Nagar,Savings,Mobile App,Retail,2,0,18,1782.28,384075.55,0,207,414,0,0
1/28/2022,Anna Nagar,Current,Branch Visit,Retail,4,3,23,1140.77,493633.52,0,551,2204,0,60
1/28/2022,Anna Nagar,FD,Internet Banking,Retail,3,1,20,755.44,418906.85,1,368,1104,0,25
1/28/2022,Anna Nagar,RD,Mobile App,Corporate,5,0,36,1176.82,248543.83,0,388,1940,0,0
1/28/2022,Anna Nagar,Loan,Branch Visit,SME,3,0,27,1538.77,463166.11,0,387,1161,4.22,0
1/28/2022,Velachery,Savings,Branch Visit,SME,1,0,18,1473.81,139261.37,0,392,392,0,0
1/28/2022,Velachery,Current,Mobile App,SME,2,2,14,1268.03,16232.54,0,290,580,0,66.67
1/28/2022,Velachery,FD,Internet Banking,Retail,2,0,30,503.26,137169.25,0,855,1710,0,0
1/28/2022,Velachery,RD,Internet Banking,SME,4,2,23,951.6,485268.12,0,667,2668,0,40
1/28/2022,Velachery,Loan,Internet Banking,Corporate,4,1,24,1053.57,80252.14,0,737,2948,0.38,20
1/28/2022,Adyar,Savings,Branch Visit,SME,0,0,25,1445.58,163622.79,0,472,0,0,0
1/28/2022,Adyar,Current,Internet Banking,SME,6,1,18,666.5,239581.13,0,181,1086,0,14.29
1/28/2022,Adyar,FD,Mobile App,Retail,1,0,30,1657.46,197407.73,0,534,534,0,0
1/28/2022,Adyar,RD,Mobile App,Corporate,4,2,27,333.86,120103.46,0,958,3832,0,40
1/28/2022,Adyar,Loan,Branch Visit,Corporate,3,0,20,876.96,75422.34,0,170,510,0.02,0
1/28/2022,Tambaram,Savings,Mobile App,SME,2,0,21,290.43,39507.44,0,310,620,0,0
1/28/2022,Tambaram,Current,Internet Banking,SME,2,0,33,3177.41,86496.05,0,574,1148,0,0
1/28/2022,Tambaram,FD,Branch Visit,Corporate,3,2,27,1696.05,50181.97,0,209,627,0,50
1/28/2022,Tambaram,RD,Internet Banking,SME,5,1,25,1251.34,30987.17,0,641,3205,0,16.67
1/28/2022,Tambaram,Loan,Branch Visit,Retail,1,0,29,2128.54,272745.62,0,940,940,4.04,0
1/28/2022,Guindy,Savings,Mobile App,Retail,1,1,29,1712.86,112427.42,0,554,554,0,50
1/28/2022,Guindy,Current,Internet Banking,Corporate,4,3,18,1762.99,422548.89,2,279,1116,0,60
1/28/2022,Guindy,FD,Internet Banking,Corporate,4,1,20,1416.81,465655.13,0,444,1776,0,20
1/28/2022,Guindy,RD,Branch Visit,Retail,3,0,33,2410.86,151384.28,0,436,1308,0,0
1/28/2022,Guindy,Loan,Branch Visit,Retail,0,0,24,300.75,115933.57,0,190,0,3.73,0
1/28/2022,Nungambakkam,Savings,Mobile App,Retail,2,0,30,2393.72,475302.37,0,770,1540,0,0
1/28/2022,Nungambakkam,Current,Branch Visit,Corporate,1,0,26,1168.55,230599.61,0,430,430,0,0
1/28/2022,Nungambakkam,FD,Mobile App,Corporate,1,0,25,1318.81,387555.44,1,364,364,0,0
1/28/2022,Nungambakkam,RD,Internet Banking,Retail,2,0,34,2642.73,351946.58,0,214,428,0,0
1/28/2022,Nungambakkam,Loan,Internet Banking,SME,4,1,10,394.87,73796.08,0,739,2956,1.64,20
1/29/2022,T Nagar,Savings,Internet Banking,SME,2,0,26,1792.41,414216.36,1,912,1824,0,0
1/29/2022,T Nagar,Current,Branch Visit,Corporate,4,0,28,1310.52,209741.53,0,690,2760,0,0
1/29/2022,T Nagar,FD,Internet Banking,Corporate,2,0,20,213.06,16242.09,0,525,1050,0,0
1/29/2022,T Nagar,RD,Branch Visit,Corporate,2,0,23,278.2,254990.26,1,176,352,0,0
1/29/2022,T Nagar,Loan,Internet Banking,SME,6,1,25,2074.41,250738.25,0,139,834,5.34,14.29
1/29/2022,Anna Nagar,Savings,Internet Banking,Retail,3,0,25,1345.1,323570.41,0,469,1407,0,0
1/29/2022,Anna Nagar,Current,Internet Banking,Corporate,2,1,26,2143.16,335152.97,2,695,1390,0,33.33
1/29/2022,Anna Nagar,FD,Internet Banking,Retail,4,2,17,1474.16,255394.79,0,691,2764,0,40
1/29/2022,Anna Nagar,RD,Internet Banking,Corporate,1,0,27,930.65,473969.34,0,499,499,0,0
1/29/2022,Anna Nagar,Loan,Branch Visit,Retail,4,0,31,1556.81,166347.95,0,104,416,2.8,0
1/29/2022,Velachery,Savings,Mobile App,SME,2,1,25,1809.27,268983.32,1,323,646,0,33.33
1/29/2022,Velachery,Current,Mobile App,SME,2,1,24,1567.95,143499.18,0,452,904,0,33.33
1/29/2022,Velachery,FD,Mobile App,Retail,3,0,23,1536.24,119023.77,1,916,2748,0,0
1/29/2022,Velachery,RD,Internet Banking,Retail,5,0,28,2443.92,200470.41,1,545,2725,0,0
1/29/2022,Velachery,Loan,Internet Banking,Corporate,0,0,31,1142.17,388331.38,0,135,0,1.4,0
1/29/2022,Adyar,Savings,Internet Banking,SME,4,0,24,2037.87,315615.68,0,668,2672,0,0
1/29/2022,Adyar,Current,Mobile App,Retail,3,1,24,497.16,182069.94,1,632,1896,0,25
1/29/2022,Adyar,FD,Branch Visit,Retail,1,0,20,725,462327.65,0,595,595,0,0
1/29/2022,Adyar,RD,Branch Visit,Corporate,4,1,16,1382.82,300990.68,0,899,3596,0,20
1/29/2022,Adyar,Loan,Mobile App,Corporate,3,0,34,1239.88,360494.34,1,982,2946,2.48,0
1/29/2022,Tambaram,Savings,Branch Visit,Corporate,3,0,24,1072.47,201212.65,1,942,2826,0,0
1/29/2022,Tambaram,Current,Internet Banking,Retail,2,0,19,1510.98,250457.35,1,883,1766,0,0
1/29/2022,Tambaram,FD,Internet Banking,Corporate,3,0,25,2209.41,92925.48,1,456,1368,0,0
1/29/2022,Tambaram,RD,Internet Banking,Retail,3,1,24,1808.68,222438.58,0,303,909,0,25
1/29/2022,Tambaram,Loan,Branch Visit,SME,3,0,30,2065.72,432268.87,0,200,600,1.42,0
1/29/2022,Guindy,Savings,Mobile App,Retail,2,0,23,449.58,74783.05,1,834,1668,0,0
1/29/2022,Guindy,Current,Branch Visit,Retail,3,1,22,1804.36,313951.18,0,349,1047,0,25
1/29/2022,Guindy,FD,Mobile App,SME,4,0,26,2252.5,155775.59,0,247,988,0,0
1/29/2022,Guindy,RD,Internet Banking,SME,6,0,19,616.52,176265.38,1,357,2142,0,0
1/29/2022,Guindy,Loan,Internet Banking,SME,4,1,29,973.64,130645.26,0,704,2816,5.05,20
1/29/2022,Nungambakkam,Savings,Branch Visit,SME,4,0,17,442.03,488036.61,2,711,2844,0,0
1/29/2022,Nungambakkam,Current,Branch Visit,Retail,1,0,20,794.91,495252.21,0,786,786,0,0
1/29/2022,Nungambakkam,FD,Branch Visit,SME,1,1,24,1840.25,197012.97,0,921,921,0,50
1/29/2022,Nungambakkam,RD,Branch Visit,Corporate,1,1,23,1606.82,45013.03,1,949,949,0,50
1/29/2022,Nungambakkam,Loan,Branch Visit,Retail,7,1,21,1573.64,361961.76,0,152,1064,0.12,12.5
1/30/2022,T Nagar,Savings,Internet Banking,SME,2,0,24,1947.63,279642.63,0,579,1158,0,0
1/30/2022,T Nagar,Current,Branch Visit,Retail,3,0,31,1831.84,265167.95,0,635,1905,0,0
1/30/2022,T Nagar,FD,Mobile App,Corporate,2,2,26,691.68,493978.43,0,563,1126,0,66.67
1/30/2022,T Nagar,RD,Mobile App,SME,3,0,30,339.93,438676.73,0,653,1959,0,0
1/30/2022,T Nagar,Loan,Branch Visit,SME,5,0,31,1666.73,429741.53,3,763,3815,0.69,0
1/30/2022,Anna Nagar,Savings,Branch Visit,Corporate,2,0,17,1495.53,153457.3,0,833,1666,0,0
1/30/2022,Anna Nagar,Current,Branch Visit,SME,3,1,15,1292.83,319660.42,0,119,357,0,25
1/30/2022,Anna Nagar,FD,Mobile App,Retail,6,2,14,589.34,101907.2,1,976,5856,0,28.57
1/30/2022,Anna Nagar,RD,Mobile App,Retail,6,1,26,778.28,85794.47,0,900,5400,0,14.29
1/30/2022,Anna Nagar,Loan,Internet Banking,Retail,1,0,28,2642.75,470607.4,0,362,362,2.69,0
1/30/2022,Velachery,Savings,Branch Visit,Retail,1,0,21,2096.87,166384.07,1,568,568,0,0
1/30/2022,Velachery,Current,Mobile App,SME,3,1,20,1355.4,329798.79,0,354,1062,0,25
1/30/2022,Velachery,FD,Mobile App,Retail,1,0,25,334.68,470166.22,1,605,605,0,0
1/30/2022,Velachery,RD,Internet Banking,Corporate,3,0,26,1057.71,260160.68,3,698,2094,0,0
1/30/2022,Velachery,Loan,Branch Visit,Retail,3,0,27,647.31,429175,0,922,2766,1.82,0
1/30/2022,Adyar,Savings,Branch Visit,SME,2,0,28,2662.59,21561.95,1,499,998,0,0
1/30/2022,Adyar,Current,Branch Visit,Corporate,2,0,29,1344.65,76425.31,0,801,1602,0,0
1/30/2022,Adyar,FD,Mobile App,Retail,3,0,19,356.51,308052.63,0,945,2835,0,0
1/30/2022,Adyar,RD,Branch Visit,Corporate,4,1,33,2009.87,47550.46,0,814,3256,0,20
1/30/2022,Adyar,Loan,Branch Visit,Corporate,3,1,28,2043.39,87108.47,0,707,2121,3.85,25
1/30/2022,Tambaram,Savings,Internet Banking,Corporate,2,1,22,2177.94,424490.04,0,433,866,0,33.33
1/30/2022,Tambaram,Current,Internet Banking,SME,2,0,29,2721.17,17502.12,0,165,330,0,0
1/30/2022,Tambaram,FD,Internet Banking,Retail,2,1,29,310.86,310497.16,0,807,1614,0,33.33
1/30/2022,Tambaram,RD,Internet Banking,Retail,3,0,16,1306.48,177435.74,1,453,1359,0,0
1/30/2022,Tambaram,Loan,Mobile App,Corporate,4,2,25,1912.24,129389.32,1,995,3980,5.3,40
1/30/2022,Guindy,Savings,Mobile App,SME,3,0,24,403.81,218101.95,0,450,1350,0,0
1/30/2022,Guindy,Current,Mobile App,SME,0,0,33,983.97,128283.72,1,379,0,0,0
1/30/2022,Guindy,FD,Mobile App,SME,1,0,29,1633.96,315962.82,1,351,351,0,0
1/30/2022,Guindy,RD,Branch Visit,Retail,0,0,18,1169.55,335127.95,2,648,0,0,0
1/30/2022,Guindy,Loan,Branch Visit,Corporate,4,2,35,2150.49,267174.09,0,902,3608,5.97,40
1/30/2022,Nungambakkam,Savings,Branch Visit,Retail,4,1,34,1263.43,98838.02,0,609,2436,0,20
1/30/2022,Nungambakkam,Current,Branch Visit,Retail,5,2,30,2002.01,90112.58,1,104,520,0,33.33
1/30/2022,Nungambakkam,FD,Branch Visit,Retail,4,1,28,1162.63,484013.5,0,707,2828,0,20
1/30/2022,Nungambakkam,RD,Branch Visit,Corporate,1,0,21,1620.7,309476.68,0,314,314,0,0
1/30/2022,Nungambakkam,Loan,Mobile App,Retail,3,1,25,1418.18,459701.96,1,567,1701,2.95,25
1/31/2022,T Nagar,Savings,Internet Banking,SME,2,0,24,652.53,298455.99,0,367,734,0,0
1/31/2022,T Nagar,Current,Branch Visit,SME,3,1,21,1723.63,212155.55,0,877,2631,0,25
1/31/2022,T Nagar,FD,Branch Visit,Retail,4,0,24,308.43,347242.26,0,905,3620,0,0
1/31/2022,T Nagar,RD,Mobile App,Corporate,5,1,26,686.79,485474.11,2,782,3910,0,16.67
1/31/2022,T Nagar,Loan,Branch Visit,Retail,3,1,23,1897.79,93427.48,0,623,1869,0.08,25
1/31/2022,Anna Nagar,Savings,Branch Visit,SME,2,1,29,694.01,152830.4,1,674,1348,0,33.33
1/31/2022,Anna Nagar,Current,Branch Visit,Corporate,3,1,19,601.84,350327.36,0,184,552,0,25
1/31/2022,Anna Nagar,FD,Internet Banking,SME,1,0,24,1825.35,212856.94,0,403,403,0,0
1/31/2022,Anna Nagar,RD,Branch Visit,Retail,1,1,17,1565.49,469933.68,1,951,951,0,50
1/31/2022,Anna Nagar,Loan,Branch Visit,Retail,3,1,36,888.65,443994.84,0,927,2781,1.73,25
1/31/2022,Velachery,Savings,Branch Visit,Corporate,3,0,30,964.25,153460.21,0,977,2931,0,0
1/31/2022,Velachery,Current,Mobile App,SME,1,0,28,896.93,270693.91,1,243,243,0,0
1/31/2022,Velachery,FD,Mobile App,SME,9,1,25,1493.07,315383.92,1,970,8730,0,10
1/31/2022,Velachery,RD,Mobile App,Corporate,1,0,19,195.7,496525.42,0,986,986,0,0
1/31/2022,Velachery,Loan,Internet Banking,Retail,2,0,24,832.79,314246.57,0,583,1166,0.84,0
1/31/2022,Adyar,Savings,Mobile App,Retail,1,0,25,2119.92,284772.67,0,613,613,0,0
1/31/2022,Adyar,Current,Branch Visit,Corporate,3,0,27,753.63,245849.37,0,637,1911,0,0
1/31/2022,Adyar,FD,Internet Banking,Corporate,1,1,25,1110.34,357539.13,0,947,947,0,50
1/31/2022,Adyar,RD,Branch Visit,SME,4,1,30,2397.48,353646,0,853,3412,0,20
1/31/2022,Adyar,Loan,Mobile App,Corporate,3,0,30,756.73,458135.05,0,467,1401,5.39,0
1/31/2022,Tambaram,Savings,Internet Banking,Corporate,2,0,26,2369.28,49193.45,0,931,1862,0,0
1/31/2022,Tambaram,Current,Branch Visit,SME,1,0,24,1585.17,368886.81,0,882,882,0,0
1/31/2022,Tambaram,FD,Internet Banking,Corporate,2,0,30,2757.11,44197.23,0,207,414,0,0
1/31/2022,Tambaram,RD,Branch Visit,Retail,5,1,27,1871.55,82026.5,0,187,935,0,16.67
1/31/2022,Tambaram,Loan,Internet Banking,Corporate,5,1,23,2115.99,33807.32,0,910,4550,0.4,16.67
1/31/2022,Guindy,Savings,Branch Visit,Retail,0,0,28,1896.82,436925.44,0,628,0,0,0
1/31/2022,Guindy,Current,Internet Banking,Corporate,1,0,25,2169.86,460593.05,0,310,310,0,0
1/31/2022,Guindy,FD,Mobile App,Retail,4,0,33,2219.84,58068.45,1,661,2644,0,0
1/31/2022,Guindy,RD,Mobile App,Retail,5,2,33,1982.62,325270.21,2,622,3110,0,33.33
1/31/2022,Guindy,Loan,Mobile App,Corporate,1,0,17,234.27,256619.64,1,891,891,4.42,0
1/31/2022,Nungambakkam,Savings,Branch Visit,SME,4,0,22,1062.62,380492.81,0,211,844,0,0
1/31/2022,Nungambakkam,Current,Mobile App,SME,0,0,27,2459.67,25444.69,0,741,0,0,0
1/31/2022,Nungambakkam,FD,Branch Visit,Corporate,2,0,19,1777.08,52826.02,0,555,1110,0,0
1/31/2022,Nungambakkam,RD,Mobile App,SME,4,1,22,1433.4,207731.95,0,681,2724,0,20
1/31/2022,Nungambakkam,Loan,Branch Visit,Retail,1,0,18,1385.57,100533.23,0,362,362,1.5,0
2/1/2022,T Nagar,Savings,Mobile App,Retail,4,0,29,1485.52,294135.26,0,355,1420,0,0
2/1/2022,T Nagar,Current,Internet Banking,SME,4,1,25,2328.08,451457.75,0,344,1376,0,20
2/1/2022,T Nagar,FD,Branch Visit,Retail,1,1,28,1544.34,466451.94,1,447,447,0,50
2/1/2022,T Nagar,RD,Internet Banking,Corporate,3,0,23,2185.31,66372.77,0,113,339,0,0
2/1/2022,T Nagar,Loan,Mobile App,SME,1,0,26,1750.29,219103.14,2,897,897,3.91,0
2/1/2022,Anna Nagar,Savings,Internet Banking,SME,2,0,18,1380.53,345846.97,1,173,346,0,0
2/1/2022,Anna Nagar,Current,Branch Visit,SME,2,0,20,235.36,327106.79,0,581,1162,0,0
2/1/2022,Anna Nagar,FD,Internet Banking,SME,2,1,25,1503.07,325677.15,0,467,934,0,33.33
2/1/2022,Anna Nagar,RD,Internet Banking,Corporate,5,1,21,1680.65,333461.52,0,835,4175,0,16.67
2/1/2022,Anna Nagar,Loan,Branch Visit,SME,4,1,28,2064.01,211033.37,0,383,1532,5.35,20
2/1/2022,Velachery,Savings,Internet Banking,Corporate,3,0,21,453.05,193744.27,0,176,528,0,0
2/1/2022,Velachery,Current,Mobile App,SME,2,0,23,1479.57,309618.59,0,227,454,0,0
2/1/2022,Velachery,FD,Mobile App,Corporate,3,0,26,1977.71,363254.66,0,777,2331,0,0
2/1/2022,Velachery,RD,Internet Banking,Retail,3,0,33,1449.87,90399.29,1,830,2490,0,0
2/1/2022,Velachery,Loan,Branch Visit,Retail,4,2,23,1330.34,335132.97,0,710,2840,5.75,40
2/1/2022,Adyar,Savings,Internet Banking,Corporate,6,2,35,2940.74,253417.23,1,804,4824,0,28.57
2/1/2022,Adyar,Current,Mobile App,Retail,4,2,17,566.27,471093.38,1,132,528,0,40
2/1/2022,Adyar,FD,Mobile App,Corporate,2,1,18,1291.3,95995.48,0,371,742,0,33.33
2/1/2022,Adyar,RD,Branch Visit,SME,0,0,28,1466.78,274354.12,0,156,0,0,0
2/1/2022,Adyar,Loan,Internet Banking,Retail,4,2,28,1519.7,307232.36,0,127,508,3.59,40
2/1/2022,Tambaram,Savings,Internet Banking,SME,4,0,32,2567.39,376615.11,0,646,2584,0,0
2/1/2022,Tambaram,Current,Mobile App,SME,1,0,34,1175.76,388464.93,1,439,439,0,0
2/1/2022,Tambaram,FD,Mobile App,Corporate,4,0,28,324.97,493073.53,2,602,2408,0,0
2/1/2022,Tambaram,RD,Mobile App,Corporate,3,1,22,1188.62,52766.7,0,186,558,0,25
2/1/2022,Tambaram,Loan,Mobile App,Retail,3,1,13,206.07,185115.59,0,198,594,4.05,25
2/1/2022,Guindy,Savings,Mobile App,Retail,6,1,29,1085.63,465361.56,1,401,2406,0,14.29
2/1/2022,Guindy,Current,Mobile App,Retail,7,1,21,794.57,259704.03,0,539,3773,0,12.5
2/1/2022,Guindy,FD,Internet Banking,Retail,3,2,32,3026.48,394919.73,0,684,2052,0,50
2/1/2022,Guindy,RD,Internet Banking,SME,3,1,24,2135.38,277272.17,1,720,2160,0,25
2/1/2022,Guindy,Loan,Mobile App,SME,4,0,21,756.29,179227.31,0,768,3072,0.51,0
2/1/2022,Nungambakkam,Savings,Mobile App,SME,2,0,22,843.63,419396.47,0,524,1048,0,0
2/1/2022,Nungambakkam,Current,Internet Banking,Corporate,7,2,25,2040.09,371053.67,0,608,4256,0,25
2/1/2022,Nungambakkam,FD,Mobile App,Retail,2,0,15,1360.06,19315.49,0,575,1150,0,0
2/1/2022,Nungambakkam,RD,Internet Banking,Corporate,5,0,32,1929.13,59515.64,0,281,1405,0,0
2/1/2022,Nungambakkam,Loan,Branch Visit,SME,5,3,22,1925.22,335514.77,1,333,1665,0.3,50
2/2/2022,T Nagar,Savings,Internet Banking,Corporate,2,0,19,747.33,348352.89,0,276,552,0,0
2/2/2022,T Nagar,Current,Internet Banking,Retail,2,0,31,981.66,164454.94,0,368,736,0,0
2/2/2022,T Nagar,FD,Branch Visit,SME,3,2,24,1723.95,288905.3,1,969,2907,0,50
2/2/2022,T Nagar,RD,Mobile App,Corporate,3,1,14,1130.77,299200.71,0,121,363,0,25
2/2/2022,T Nagar,Loan,Mobile App,Retail,2,1,26,2331.5,106300.5,0,836,1672,1.77,33.33
2/2/2022,Anna Nagar,Savings,Mobile App,Retail,2,1,29,2262.74,436004.2,2,766,1532,0,33.33
2/2/2022,Anna Nagar,Current,Mobile App,Retail,4,1,16,1407.7,61483.07,0,824,3296,0,20
2/2/2022,Anna Nagar,FD,Branch Visit,SME,4,0,34,3256.17,122098.14,0,163,652,0,0
2/2/2022,Anna Nagar,RD,Internet Banking,Corporate,4,1,13,1285.62,203311.95,0,807,3228,0,20
2/2/2022,Anna Nagar,Loan,Mobile App,Corporate,3,1,30,650.59,438535.93,0,370,1110,1.06,25
2/2/2022,Velachery,Savings,Branch Visit,Retail,3,0,28,2043.23,391774.94,0,702,2106,0,0
2/2/2022,Velachery,Current,Branch Visit,SME,0,0,21,1948.45,316676.34,1,734,0,0,0
2/2/2022,Velachery,FD,Internet Banking,Retail,5,1,22,537.78,157359.99,0,625,3125,0,16.67
2/2/2022,Velachery,RD,Mobile App,Corporate,2,0,26,1075.56,18564.18,0,325,650,0,0
2/2/2022,Velachery,Loan,Mobile App,Retail,4,1,15,749.93,61615.93,1,419,1676,1.24,20
2/2/2022,Adyar,Savings,Internet Banking,Corporate,2,0,24,1812.86,78260.9,0,463,926,0,0
2/2/2022,Adyar,Current,Branch Visit,SME,6,0,27,562.16,159924.28,0,911,5466,0,0
2/2/2022,Adyar,FD,Mobile App,SME,0,0,35,2100.57,91598.12,1,558,0,0,0
2/2/2022,Adyar,RD,Internet Banking,Retail,2,1,24,1728.64,144117.28,0,934,1868,0,33.33
2/2/2022,Adyar,Loan,Mobile App,SME,1,0,25,1363.98,326924.65,0,678,678,4.19,0
2/2/2022,Tambaram,Savings,Internet Banking,SME,2,1,33,782.29,136055.24,0,173,346,0,33.33
2/2/2022,Tambaram,Current,Mobile App,Retail,2,2,22,1674.19,427825.51,1,679,1358,0,66.67
2/2/2022,Tambaram,FD,Internet Banking,SME,7,1,23,1453.7,111968.99,0,257,1799,0,12.5
